LEMMA	FORM	ROOT_NEW	BW	GLOSS	FEAT	COND-T	COND-S
mu&omin	mu&omin	>.m.n	NOUN	believer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu&omin	mu&omin	>.m.n	NOUN	believer_(Muslim)	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu&onap	ma&uwn	m.>.n	NOUN	provisions;supplies	pos:noun gen:- num:- rat:i cas:u	FS	
mu&onap	mu&an	m.>.n	NOUN	provisions;supplies;matriel	pos:noun gen:f num:p rat:i cas:u	MS	
mu&onap	mu&on	m.>.n	NOUN	provisions;supplies	pos:noun gen:- num:- rat:i cas:u	FS	
mu&oniq	mu&oniq	>.n.q	NOUN	pleasing;attractive	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu&onis	mu&onis	>.n.s	NOUN	courteous;friendly	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu&oq	|mAq	m.>.q	NOUN	inner_corners_of_the_eye	pos:noun gen:- num:p rat:i cas:u	MS	
mu&oq	mu&oq	m.>.q	NOUN	inner_corner_of_the_eye	pos:noun gen:- num:- rat:i cas:u	MS||MD	
mu&osif	mu&osif	>.s.f	ADJ	regrettable;unfortunate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mugan~iy	mugan~	g.n.y	NOUN	singer;vocalist	pos:noun gen:- num:- rat:r cas:u	MS	#iy
mu&osiy	mu&os	>.s.w	NOUN	saddening;discomforting	pos:noun gen:- num:- rat:i cas:u	MP	#iy
mu&osiy	mu&osiy	>.s.w	NOUN	saddening;discomforting	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mu&otaman	mu&otaman	>.m.n	ADJ	trustworthy;entrusted	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu&otamar	mu&otamar	>.m.r	NOUN	conference;convention	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
mu&otamir	mu&otamir	>.m.r	NOUN	conference_participants;conferees	pos:noun gen:- num:- rat:r cas:u	MP	
mu&otanaf	mu&otanaf	>.n.f	NOUN	primordial;beginning	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mu&otazir	mu&otazir	>.z.r	NOUN	supporter	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu&oxir	mu&oxir	>.x.r	NOUN	corner	pos:noun gen:m num:- rat:i cas:u	MS||MD||FP	
mu$a$oxan	mu$a$oxan	NTWS	NOUN	gun_barrel	pos:noun gen:- num:- rat:i cas:u	MS||MD	
mu$ab~aE	mu$ab~aE	$.b.E	ADJ	satiated;saturated;charged	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ab~ak	mu$ab~ak	$.b.k	ADJ	plaited;adorned_with_latticework	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Abahap	mu$Abah	$.b.h	NOUN	resemblance;similarity	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$Abih	mu$Abih	$.b.h	ADJ	similar	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ad~ad	mu$ad~ad	$.d.d	ADJ	intense	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Ad~ap	mu$Ad~	$.d.d	NOUN	quarrel	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$ad~id	mu$ad~id	$.d.d	ADJ	aggravating	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ad~id	mu$ad~id	$.d.d	ADJ	strengthening;intensifying	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$AE	mu$AE	$.y.E	ADJ	widespread;well-known	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aE~av	mu$aE~av	$.E.v	ADJ	unkempt	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aEo$aE	mu$aEo$aE	$.E.$.E	ADJ	tipsy	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aEobi*	mu$aEobi*	$.E.b.*	NOUN	trickster;quack	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mu$aEowi*	mu$aEowi*	$.E.w.*	NOUN	trickster;quack	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mu$Afahap	mu$Afah	$.f.h	NOUN	verbal;oral;speech	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mu$ag~al	mu$ag~al	$.g.l	ADJ	employed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ag~al	mu$ag~al	$.g.l	NOUN	employee	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$ag~il	mu$ag~il	$.g.l	NOUN	starter	pos:noun gen:- num:- rat:i cas:u	MS||MD	
mu$Agabap	ma$Agib	$.g.b	NOUN	disturbances;disorders;agitation	pos:noun gen:- num:p rat:i cas:u	MS	#dip
mu$Agabap	mu$Agab	$.g.b	NOUN	disturbance;disorder;agitation	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mu$Agib	mu$Agib	$.g.b	ADJ	agitator;subverter;rioter	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Agib	mu$Agib	$.g.b	NOUN	agitator;subverter;rioter	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$aH~am	mu$aH~am	$.H.m	ADJ	fat;greasy	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$AH~	mu$AH~	$.H.H	NOUN	contestable;disputable	pos:noun gen:- num:- rat:n cas:u	MS||MD	@collective
mu$aH~ar	mu$aH~ar	$.H.r	ADJ	sooty	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ah~ar	mu$ah~ar	$.h.r	ADJ	famous;notorious	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ah~iy	mu$ah~	$.h.w	NOUN	appetizing	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD||FP	#iy
mu$Ahad	mu$Ahad	$.h.d	ADJ	visible;perceptible	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Ahad	mu$Ahad	$.h.d	NOUN	sights;visible_things	pos:noun gen:- num:- rat:i cas:u	FP	
mu$Ahadap	mu$Ahad	$.h.d	NOUN	observation;viewing;inspection	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$AHanap	mu$AHan	$.H.n	NOUN	quarrel;feud	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$Aharap	mu$Ahar	$.h.r	NOUN	monthly_salary;monthly_payment	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mu$Ahid	mu$Ahid	$.h.d	ADJ	viewing;observing;witnessing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Ahid	mu$Ahid	$.h.d	NOUN	viewer;spectator;witness	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$aj~iE	mu$aj~iE	$.j.E	ADJ	encouraging	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aj~iE	mu$aj~iE	$.j.E	NOUN	supporter;proponent	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$aj~iy	mu$aj~	$.j.w	ADJ	touching;pathetic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	#iy
mu$Ajarap	mu$Ajar	$.j.r	NOUN	quarrel;dispute;melee	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$ak~al	mu$ak~al	$.k.l	ADJ	composed;formed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ak~al	mu$ak~al	$.k.l	ADJ	diacriticized_(with_short_vowels_and_diacritics)	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ak~al	mu$ak~al	$.k.l	ADJ	variegated	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ak~ik	mu$ak~ik	$.k.k	ADJ	doubting	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ak~ik	mu$ak~ik	$.k.k	NOUN	doubter;skeptic	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$Akahap	mu$Akah	$.k.h	NOUN	resembling;resemblance	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$Akalap	mu$Akal	$.k.l	NOUN	resemblance;similarity	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$Akasap	mu$Akas	$.k.s	NOUN	quarrel;dispute	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$Akis	mu$Akis	$.k.s	ADJ	quarrelsome	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$al~	mu$al~	$.l.l	ADJ	paralyzed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$al~aH	mu$al~aH	$.l.H	NOUN	dressing_room	pos:noun gen:- num:- rat:i cas:u	MS||MD	
mu$al~iH	mu$al~iH	$.l.H	NOUN	brigand	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$am~aE	mu$am~aE	$.m.E	ADJ	impermeable;waterproof	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$am~ar	mu$am~ar	$.m.r	ADJ	gathered_up;tucked	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$am~ir	mu$am~ir	$.m.r	ADJ	industrious;busily_at_work	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Aq	mu$Aq	m.$.q	NOUN	flax;hemp	pos:noun gen:- num:- rat:i cas:u	FS	
mu$Aq	mu$Aq	m.$.q	NOUN	flax;hemp	pos:noun gen:- num:- rat:i cas:u	MS	
mu$aq~aq	mu$aq~aq	$.q.q	NOUN	cracked	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD	
mu$Ar	mu$Ar	$.w.r	ADJ	aforementioned	pos:adj gen:- num:- rat:n cas:u	MS	
mu$ar~ad	mu$ar~ad	$.r.d	ADJ	homeless;displaced	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ar~iE	mu$ar~iE	$.r.E	NOUN	legislator;law-maker	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$ar~if	mu$ar~if	$.r.f	ADJ	honorable;honorary	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ar~iH	mu$ar~iH	$.r.H	NOUN	anatomist	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$Arafap	mu$Araf	$.r.f	NOUN	supervision;overview	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$Arakap	mu$Arak	$.r.k	NOUN	participation;association	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$AraTap	mu$AraT	$.r.T	NOUN	agreement;stipulation	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$Arik	mu$Arik	$.r.k	ADJ	participating	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Arik	mu$Arik	$.r.k	NOUN	participant;associate	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$at~aY	mu$at~	$.t.w	NOUN	winter_residence;winter_resort	pos:noun gen:- num:- rat:i cas:u	MS||MD||FP	#aY-Ap-y
mu$at~aY	mu$at~	$.t.w	NOUN	winter_residence;winter_resort	pos:noun gen:- num:- rat:i cas:u	MS	#aY-Ap-y
mu$Atamap	mu$Atam	$.t.m	NOUN	vilification;insult	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$ATarap	mu$ATar	$.T.r	NOUN	participation;sharing	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$aw~a$	mu$aw~a$	$.w.$	ADJ	disturbed;distorted	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aw~ah	mu$aw~ah	$.w.h	ADJ	distorted;disabled;deformed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aw~aq	mu$aw~aq	$.w.q	ADJ	desirous	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aw~i$	mu$aw~i$	$.w.$	ADJ	distorting;confusing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$aw~iq	mu$aw~iq	$.w.q	ADJ	stimulating;interesting	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$Awar	mu$Awar	$.w.r	NOUN	adviser;consultant	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mu$Awarap	mu$Awar	$.w.r	NOUN	consultation;deliberation;discussion	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$aworab	mu$aworab	$.r.b	ADJ	mustachioed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ax~aS	mu$ax~aS	$.x.S	ADJ	diagnosed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ax~aS	mu$ax~aS	$.x.S	NOUN	diagnosed	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mu$ax~iS	mu$ax~iS	$.x.S	ADJ	acting;impersonating	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ax~iS	mu$ax~iS	$.x.S	NOUN	actor;impersonator	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$ax~iS	mu$ax~iS	$.x.S	NOUN	characteristics	pos:noun gen:m num:- rat:r cas:u	FP	
mu$ax~iS	mu$ax~iS	$.x.S	NOUN	diagnostician	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$ay~ad	mu$ay~ad	$.y.d	ADJ	lofty	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ay~aT	mu$ay~aT	$.y.T	ADJ	burned	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ay~id	mu$ay~id	$.y.d	NOUN	builder;constructor	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$ay~iE	mu$ay~iE	$.y.E	NOUN	funeral_escort;mourner	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$ay~in	mu$ay~in	$.y.n	ADJ	disgraceful	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$AyaEap	mu$AyaE	$.y.E	NOUN	partisanship;affiliation	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mu$AyiE	mu$AyiE	$.y.E	NOUN	partisan;biased	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$iE~	mu$iE~	$.E.E	ADJ	radiating;radioactive	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$il~	mu$il~	$.l.l	ADJ	paralyzing;neutralizing;inhibiting	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$iT~	mu$iT~	$.T.T	ADJ	excessive	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$iyd	mu$iyd	$.y.d	ADJ	praising;commending	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$iyd	mu$iyd	$.y.d	NOUN	praising;commending	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mu$iyr	mu$iyr	$.w.r	ADJ	indicative;indicating	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$iyr	mu$iyr	$.w.r	NOUN	field_marshal;general	pos:noun gen:- num:- rat:r cas:u	MS	
mu$obaE	mu$obaE	$.b.E	ADJ	satiated;saturated;charged	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ofiq	mu$ofiq	$.f.q	ADJ	compassionate;sympathetic	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$oHim	mu$oHim	$.H.m	ADJ	mushy;pulpy	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$ojir	mu$ojir	$.j.r	ADJ	wooded;forested	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$okil	mu$okil	$.k.l	NOUN	problem;difficulty	pos:noun gen:- num:- rat:i cas:u	MS||MD	
mu$okilap	ma$Akil	$.k.l	NOUN	problems;inconveniences;issues	pos:noun gen:f num:p rat:i cas:u	MS	#dip
mu$okilap	mu$okil	$.k.l	NOUN	problem;issue	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mu$oma}iz~	mu$oma}iz~	$.m.z	NOUN	disgusted;nauseated	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$omaxir~	mu$omaxir~	$.m.x.r	ADJ	lofty;towering	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$omis	mu$omis	$.m.s	ADJ	sunny	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$omul~A	mu$omul~	NTWS	NOUN	medlar	pos:noun gen:f num:- rat:i cas:u	MS	#aA
mu$ora}ib~	mu$ora}ib~	$.r.>.b	NOUN	craning_the_neck;stretching_the_neck	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mu$orif	mu$orif	$.r.f	ADJ	supervising;directing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$orif	mu$orif	$.r.f	NOUN	supervisor;director	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$orik	mu$orik	$.r.k	ADJ	polytheist	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$orik	mu$orik	$.r.k	NOUN	polytheist	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$oriq	mu$oriq	$.r.q	ADJ	splendid;shining;bright;auspicious_(future)	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otabah	mu$otabah	$.b.h	ADJ	suspicious;suspected	pos:adj gen:- num:- rat:n cas:u	MS	
mu$otabak	mu$otabak	$.b.k	NOUN	plaitwork;thicket	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD	
mu$otabik	mu$otabik	$.b.k	ADJ	involved;entangled	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otabik	mu$otabik	$.b.k	ADJ	skirmishing;clashing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otAE	mu$otAE	$.y.E	NOUN	partner;co-owner	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$otaEil	mu$otaEil	$.E.l	ADJ	burning;ablaze;being_waged_(war)	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otagil	mu$otagil	$.g.l	ADJ	busy;occupied	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otagil	mu$otagil	$.g.l	ADJ	functioning;in_operation	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otagil	mu$otagil	$.g.l	NOUN	worker;laborer;employee	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$otahaY	mu$otah	$.h.w	ADJ	desirable;coveted	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	#aY-Ap-y
mu$otahaY	mu$otah	$.h.w	NOUN	desiderata;coveted_things	pos:noun gen:m num:- rat:i cas:u	FP	#aY-Ap-y
mu$otahiy	mu$otah	$.h.w	ADJ	covetous;greedy	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	#iy
mu$otakaY	mu$otak	$.k.w	ADJ	complained_of	pos:adj gen:- num:- rat:n cas:u	MS	#aY-Ap-y
mu$otakaY	mu$otak	$.k.w	NOUN	defendant	pos:noun gen:- num:- rat:r cas:u	MS	#aY-Ap-y
mu$otakiy	mu$otak	$.k.w	NOUN	complainant;plaintiff	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	#iy
mu$otamal	mu$otamal	$.m.l	NOUN	contents	pos:noun gen:- num:- rat:i cas:u	FP	
mu$otamil	mu$otamil	$.m.l	ADJ	including;comprising;containing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otAq	mu$otAq	$.w.q	ADJ	yearning;desirous	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otaq~	mu$otaq~	$.q.q	ADJ	derived	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otaq~	mu$otaq~	$.q.q	NOUN	derivative	pos:noun gen:m num:- rat:i cas:u	MS||MD	
mu$otaq~	mu$otaq~	$.q.q	NOUN	derivatives	pos:noun gen:m num:p rat:i cas:u	FP	
mu$otarak	mu$otarak	$.r.k	ADJ	shared;common;joint;collective	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otaraY	mu$otar	$.r.y	ADJ	purchased	pos:adj gen:- num:- rat:n cas:u	MS	#aY-Ap-y
mu$otaraY	mu$otar	$.r.y	NOUN	purchased_goods	pos:noun gen:- num:- rat:i cas:u	MS||MD||FP	#aY-Ap-y
mu$otaraY	mu$otar	$.r.y	NOUN	purchased_goods	pos:noun gen:- num:- rat:i cas:u	MS	#aY-Ap-y
mu$otariE	mu$otariE	$.r.E	NOUN	legislator;law-maker	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$otarik	mu$otarik	$.r.k	ADJ	participating;subscribing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otarik	mu$otarik	$.r.k	NOUN	participant;subscriber	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mu$otariT	mu$otariT	$.r.T	ADJ	stipulating	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mu$otariy	mu$otar	$.r.y	ADJ	buying	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	#iy
mu$otariy	mu$otar	$.r.y	NOUN	buyer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	#iy
mu$oTiy~	mu$oTiy~	m.$.T	ADJ	indented;jagged;comb-like	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
muba*~ir	muba*~ir	b.*.r	NOUN	squanderer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
muba$~ir	muba$~ir	b.$.r	NOUN	missionary;announcer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mubA$arap	mubA$ar	b.$.r	NOUN	beginning;pursuit	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mubA$ir	mubA$ir	b.$.r	ADJ	direct;immediate	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mubad~id	mubad~id	b.d.d	NOUN	squanderer;scatterer	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mubAdalap	mubAdal	b.d.l	NOUN	exchange	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mubAdarap	mubAdar	b.d.r	NOUN	initiative;proposal	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mubAE	mubAE	b.y.E	ADJ	sold	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mubAEadap	mubAEad	b.E.d	NOUN	alienation;sowing_dissent	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mubAEid	mubAEid	b.E.d	ADJ	alienating;sowing_dissent	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mubAEid	mubAEid	b.E.d	NOUN	alienating;sowing_dissent	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mubaEovar	mubaEovar	b.E.v.r	ADJ	scattered;dispersed	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mubaEovir	mubaEovir	b.E.v.r	ADJ	scattering;dispersing	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mubaEoziq	mubaEoziq	b.E.z.q	NOUN	squanderer;spendthrift	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mubAgatap	mubAgat	b.g.t	NOUN	sudden_arrival;surprise	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mubAgit	mubAgit	b.g.t	ADJ	sudden;unexpected	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mubAH	mubAH	b.w.H	NOUN	permissible	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mubAhalap	mubAhal	b.h.l	NOUN	cursing	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mubAhAp	mubAhA	b.h.y	NOUN	pride;boastfulness	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mubAHatap	mubAHat	b.H.t	NOUN	promise	pos:noun gen:f num:- rat:i cas:u	FS||FD||FP	
mubAHavap	mubAHav	b.H.v	NOUN	discussion;talk;negotiation	pos:noun gen:- num:- rat:i cas:u	FS||FD||FP	
mubaHobaH	mubaHobaH	b.H.b.H	NOUN	well-to-do;leisurely	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mubahodal	mubahodal	b.h.d.l	NOUN	mistreated	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mubahoraj	mubahoraj	b.h.r.j	NOUN	gaudy;trashy	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mubaHovir	mubaHovir	b.H.v.r	NOUN	squanderer;dissipating	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mubaj~al	mubaj~al	b.j.l	NOUN	revered;venerable	pos:noun gen:- num:- rat:r cas:u	MS||MD||MP||FS||FD||FP	
mubak~ir	mubak~ir	b.k.r	ADJ	early	pos:adj gen:- num:- rat:n cas:u	MS||MD||MP||FS||FD||FP	
mubak~iy	mubak~	b.k.y	NOUN	tearful;lamentable	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	#iy
mubakiy	mubok	b.k.#	NOUN	tearful;lamentable	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	#iy
mubal~al	mubal~al	b.l.l	NOUN	wet;drenched	pos:noun gen:- num:- rat:i cas:u	MS||MD||MP||FS||FD||FP	
mubal~aT	mubal~aT	b.l.T	NOUN	tiled;paved	pos:noun gen:- num:- rat:i cas:u	MS||MD||FS||FD	
